census_tract_GEOID,total-households,total-renter-occupied-households,total-owner-occupied-households,total-owner-occupied-households-mortgage,median-gross-rent,median-household-income,median-property-value,median-monthly-housing-cost,pct-white,pct-af-am,pct-hispanic,pct-am-indian,pct-asian,pct-nh-pi,pct-multiple,pct-other,pct-below-poverty-level,households-children,single-parent-household,older-adult-alone,level-of-education,immigrant-status,english-fluency,drive-to-work,public-transport-to-work,vacant-properties,live-in-mobile-home,pct-renter-occupied,pct-owner-occupied,pct-owner-occupied-mortgage,pct-owner-occupied-without-mortgage,median-house-age,pct-non-white,pct-without-health-insurance,total-evictions,avg-evictions,total-foreclosure-sales,avg-foreclosure-sales,total-lien-foreclosures,avg-lien-foreclosures,avg-foreclosure-rate,avg-lien-foreclosure-rate,avg-eviction-rate,ratio-to-mean-foreclosure-rate,ratio-to-mean-eviction-rate,avg-housing-loss-rate,evictions-pct-total-housing-loss,housing-loss-index,county_GEOID,county,state
12057011008,2863,1657,1206,749,1408,79306,336800,2111,2007,330,475,21,375,0,51,79,-888888888,577,29,535,830,726,4398,2994,14,332,14,57.876353475375474,42.12364652462452,26.161369193154037,15.962277331470489,21,-1907,6.019070321811681,49.015384632,16.338461544,10.0,3.333333333333333,8.0,2.6666666666666665,0.4450378282153983,0.2211166390270867,0.9860266471937236,0.6305945026823815,0.435281981768324,0.8176140846771959,0.8305526590675191,0.5389734518675298,12057,Hillsborough County,Florida
12057011409,1221,217,1004,513,1089,88902,304100,2178,1095,45,149,0,48,0,8,25,-888888888,215,42,345,56,245,2228,1102,0,47,0,17.772317772317773,82.22768222768224,42.01474201474201,40.21294021294021,41,-995,9.17568071615069,18.235294114,6.078431371333333,9.0,3.0,3.0,1.0,0.5847953216374269,0.099601593625498,2.801120447619047,0.8286233026475505,1.2365560941801237,1.243620735799087,0.6695464362408463,0.8197982071851238,12057,Hillsborough County,Florida
12057011510,1432,102,1330,1081,1500,113415,358200,2265,1188,34,175,47,136,0,27,0,-888888888,622,11,86,273,518,3399,1960,6,39,0,7.12290502793296,92.87709497206704,75.48882681564247,17.38826815642458,16,-1088,2.5738990548964407,2.526315792,0.8421052639999999,6.0,3.0,13.0,4.333333333333333,0.2775208140610545,0.3258145363408521,0.8255933960784312,0.3932319650862103,0.3644586387220183,0.3247764382079459,0.2191780823629198,0.2140935207290226,12057,Hillsborough County,Florida
12057011512,1390,181,1209,939,1602,118929,426000,2602,1293,14,208,0,49,0,25,9,-888888888,401,9,111,159,313,3141,1650,0,67,0,13.02158273381295,86.97841726618705,67.55395683453237,19.42446043165468,27,-1193,10.934787999008185,2.272727275,1.1363636375,12.0,4.0,11.0,3.6666666666666665,0.4259850905218317,0.3032809484422387,0.6278252140883978,0.6035978051234553,0.2771537708136896,0.4586038962053571,0.2212389382253896,0.3023129488715786,12057,Hillsborough County,Florida
12057011606,2937,1263,1674,1042,1389,65156,208000,1793,2459,165,662,20,96,0,31,166,-888888888,419,116,391,318,595,4755,3461,62,535,360,43.00306435137895,56.99693564862104,35.47837929860402,21.518556350017025,24,-2359,10.9284332688588,89.66423351,29.888077836666668,25.0,8.333333333333334,22.0,7.333333333333333,0.799744081893794,0.4380724810832337,2.3664352998152545,1.1331940559239533,1.044664107163552,1.658195712364425,0.7819721177674839,1.093087171214577,12057,Hillsborough County,Florida
12057011902,3010,1291,1719,1192,1031,44204,193900,1251,2420,252,1788,20,68,0,66,184,-888888888,376,55,408,411,1489,2896,3156,8,99,18,42.89036544850499,57.10963455149501,39.60132890365449,17.50830564784053,49,-2320,21.89129678989454,34.586538492,11.528846164,21.0,7.0,7.0,3.5,0.587248322147651,0.2036067481093659,0.8930167439194423,0.8320990715344949,0.394222711071601,0.7462281983084978,0.6222106903990376,0.4919156793660312,12057,Hillsborough County,Florida
12057012206,2175,354,1821,1362,1762,75762,189800,1329,1524,469,465,0,113,0,46,23,-888888888,404,31,141,328,551,4851,2809,28,232,93,16.275862068965516,83.72413793103448,62.62068965517241,21.103448275862068,36,-1424,10.279848122626916,26.5,8.833333333333334,25.0,8.333333333333334,14.0,4.666666666666667,0.6118453255017132,0.2562694490206846,2.495291902071563,0.8669516932986487,1.1015479219708804,1.0003885003885005,0.5145631067961165,0.6594588490679534,12057,Hillsborough County,Florida
12057013504,1258,308,950,514,1038,36466,93100,851,862,282,687,0,17,0,27,70,-888888888,217,48,184,199,590,1580,1078,16,71,18,24.48330683624801,75.516693163752,40.85850556438791,34.65818759936407,47,-762,15.982658959537572,19.846153836000003,6.615384612000001,16.0,5.333333333333333,,,1.0376134889753563,,2.1478521467532468,1.470242124541957,0.9481704593328494,1.4536153218167072,0.5536480685430935,0.9582272154673076,12057,Hillsborough County,Florida
12057013602,574,101,473,269,957,42500,114600,1021,422,67,291,5,0,0,9,71,-888888888,92,8,65,52,184,1037,624,1,66,189,17.59581881533101,82.40418118466899,46.86411149825784,35.54006968641115,42,-322,21.424802110817943,23.026315795,7.675438598333334,3.0,1.5,,,0.5576208178438662,,7.599444156765676,0.7901185023386494,3.354778618112512,2.47984826981982,0.8365200765146567,1.6347227954374155,12057,Hillsborough County,Florida
12057013804,3005,748,2257,1937,1331,69193,208200,1566,2047,677,896,22,119,22,68,50,-888888888,973,0,205,636,1045,6416,4022,86,0,382,24.891846921797008,75.108153078203,64.45923460898503,10.64891846921797,16,-1947,8.523058960887333,107.70779217,35.90259739,39.0,13.0,40.0,13.333333333333334,0.6711409395973155,0.5907546891153448,4.799812485294117,0.9509703674679942,2.118879744945362,1.8213257873370576,0.7341654494070218,1.2006229650067324,12057,Hillsborough County,Florida
12057000402,1144,652,492,299,734,31250,137200,1098,884,129,413,0,14,0,55,62,-888888888,251,66,116,105,309,1969,874,23,127,234,56.993006993006986,43.00699300699301,26.13636363636364,16.87062937062937,59,-784,19.83147758049955,37.852941192,12.617647064000002,10.0,3.333333333333333,,,1.1148272017837235,,1.9352219423312884,1.579649774277939,0.8543047438088247,1.6772850049772172,0.7910264290782656,1.105670885372691,12057,Hillsborough County,Florida
12057003300,884,650,234,93,839,15395,106800,1394,249,589,184,5,18,0,1,22,-888888888,48,70,280,32,42,1324,326,80,175,0,73.52941176470588,26.47058823529412,10.520361990950226,15.95022624434389,68,-149,6.274078150798018,37.445595864,12.481865288,4.0,2.0,,,2.1505376344086025,,1.9202869673846152,3.0471953710264765,0.8477116912671413,1.9491070374158812,0.8618962433204481,1.2848567162710869,12057,Hillsborough County,Florida
12057003400,1013,707,306,168,1065,24452,89200,792,85,875,102,0,0,0,29,24,-888888888,51,20,245,120,222,2324,573,117,162,19,69.79269496544916,30.20730503455084,16.58440276406713,13.622902270483712,41,15,8.327759197324415,55.66519821600001,18.555066072,8.0,2.6666666666666665,,,1.5873015873015872,,2.6244789352192366,2.249120392900494,1.1585776056689128,2.425340884419048,0.8743426514929238,1.5987913771652775,12057,Hillsborough County,Florida
12057003600,1552,882,670,422,1081,26932,76600,835,388,1087,250,0,17,0,0,60,-888888888,94,81,296,160,125,3319,1109,229,84,22,56.829896907216494,43.17010309278351,27.190721649484534,15.979381443298967,52,-288,17.618069815195074,110.09174320000002,36.69724773333334,16.0,5.333333333333333,1.0,1.0,1.263823064770932,0.1492537313432836,4.160685684051399,1.7907688436364124,1.8367368825410335,3.223204069529653,0.8731082655061588,2.124744981752293,12057,Hillsborough County,Florida
12057003700,322,204,118,58,900,36786,67400,921,201,82,99,0,11,0,23,5,-888888888,36,11,54,44,48,676,257,15,77,97,63.35403726708074,36.64596273291926,18.012422360248447,18.633540372670808,56,-101,24.12177985948477,54.496894386,18.165631462,3.0,1.5,,,2.586206896551724,,8.90472130490196,3.66451512291546,3.9309939013553,7.5059662068702275,0.9237247986214704,4.947953554047562,12057,Hillsborough County,Florida
12057005700,2196,1354,842,604,1060,64041,314300,2034,1934,113,480,52,80,0,0,17,-888888888,301,203,486,332,510,3101,2261,38,278,0,61.65755919854281,38.3424408014572,27.504553734061933,10.837887067395265,42,-1834,3.036982610825373,16.604651168,5.534883722666667,6.0,2.0,3.0,3.0,0.3311258278145695,0.3562945368171021,0.4087801863121615,0.4691873667308978,0.1804562281475784,0.3848255220973783,0.7345679012957375,0.2536780418764883,12057,Hillsborough County,Florida
12057006000,2341,615,1726,1124,1660,142674,720200,3731,2229,0,245,0,0,0,55,57,-888888888,598,65,402,281,219,4682,2362,2,297,16,26.270824434002567,73.72917556599744,48.01366937206322,25.715506193934218,36,-2129,1.3375571981696586,14.71698114,4.9056603800000005,9.0,3.0,,,0.2669039145907473,,0.7976683544715448,0.3781883934681436,0.3521311144241681,0.4546095675675676,0.6205250597926647,0.2996798764549596,12057,Hillsborough County,Florida
12057006300,1551,144,1407,977,1702,123924,533400,2872,1488,32,174,0,13,0,18,0,-888888888,589,32,164,105,149,3878,2001,0,83,0,9.284332688588009,90.715667311412,62.99161831076725,27.724049000644747,63,-1388,1.9272886552781427,3.375,1.125,8.0,2.6666666666666665,1.0,1.0,0.2729443875810303,0.0710732054015636,0.78125,0.386747416588826,0.3448832232114018,0.3382396669640202,0.2967032967032967,0.222968518129304,12057,Hillsborough County,Florida
12057007300,570,570,0,0,2197,72428,-666666666,-666666666,373,138,83,8,10,0,27,14,-888888888,466,0,0,211,94,2195,724,0,51,0,100.0,0.0,0.0,0.0,16,-273,0.7670182166826461,,,,,,,,,,,,,,,12057,Hillsborough County,Florida
12057001100,1017,289,728,480,1203,51875,162000,1146,849,140,177,0,6,0,16,6,-888888888,63,19,109,224,106,2231,1220,14,89,0,28.416912487708945,71.58308751229106,47.1976401179941,24.385447394296957,67,-749,10.945994925697716,12.5,4.166666666666667,20.0,6.666666666666667,1.0,1.0,1.388888888888889,0.1373626373626373,1.4417531718569785,1.9679803437879329,0.6364626956611799,1.4087559601213695,0.3846153846153846,0.9286558009398096,12057,Hillsborough County,Florida
12057002100,1097,403,694,558,1211,51107,179200,1275,658,356,168,8,9,0,44,22,-888888888,95,34,134,189,132,2278,1337,97,199,7,36.73655423883318,63.263445761166814,50.86599817684594,12.397447584320876,75,-558,11.335544166415437,27.71917809,9.23972603,13.0,4.333333333333333,,,0.7765830346475507,,2.292735987593052,1.1003761062040052,1.0121295070385516,1.4123891116892129,0.6807401178072257,0.9310507844392087,12057,Hillsborough County,Florida
12057002900,832,358,474,405,1045,49479,172400,1111,591,185,249,6,0,0,44,6,-888888888,78,52,104,174,193,1664,736,0,127,0,43.02884615384615,56.97115384615385,48.67788461538461,8.29326923076923,81,-491,13.996554694229111,16.94117646,5.647058820000001,7.0,3.5,2.0,2.0,0.8641975308641975,0.4219409282700421,1.5773907318435758,1.22452110280138,0.6963399678233656,1.198828154652687,0.6173633439038058,0.7902708145790349,12057,Hillsborough County,Florida
12057013002,1705,401,1304,840,945,54188,152500,1284,1374,240,328,0,18,0,0,73,-888888888,380,81,266,230,446,3039,2026,1,130,413,23.519061583577717,76.48093841642229,49.266862170087975,27.21407624633431,31,-1274,23.289049919484704,17.403508779,5.801169593,14.0,4.666666666666667,1.0,1.0,0.5555555555555556,0.0766871165644171,1.4466757089775562,0.787192137515173,0.6386357522608889,0.8435001015041634,0.5541899442344477,0.5560375853087242,12057,Hillsborough County,Florida
12057013312,1763,489,1274,650,1336,55340,188300,1383,1192,292,298,19,103,0,47,110,-888888888,360,162,184,325,428,3718,1891,6,124,261,27.73681225184345,72.26318774815655,36.8689733408962,35.39421440726035,28,-1092,10.22132796780684,21.525,7.175000000000001,18.0,6.0,17.0,5.666666666666667,0.9230769230769232,0.444793301936159,1.467280163599182,1.3079500131021335,0.6477315995855858,1.156716417910448,0.5445920303605314,0.7625106419725876,12057,Hillsborough County,Florida
12057014002,1420,421,999,231,813,45333,45000,1502,1172,11,338,0,0,0,0,237,-888888888,141,82,177,85,106,1923,706,0,472,1241,29.64788732394366,70.35211267605634,16.267605633802816,54.08450704225351,27,-1072,29.87281869269447,5.785714278,1.928571426,3.0,1.5,,,0.6493506493506493,,0.4580929752969122,0.9200947061865656,0.2022253847691521,0.5258545131901841,0.562499999671875,0.3466447404292592,12057,Hillsborough County,Florida
12057013003,1181,518,663,336,1022,52699,225400,1320,1055,87,345,0,0,0,0,39,-888888888,273,15,116,171,209,2122,1457,44,203,334,43.86113463166808,56.13886536833193,28.450465707027945,27.68839966130398,30,-955,16.642713423397527,30.94736840300001,10.315789467666669,3.0,1.0,,,0.2976190476190476,,1.9914651481981984,0.4217100736688426,0.8791333366064213,1.3250338955113194,0.9116279069297494,0.8734659858350826,12057,Hillsborough County,Florida
12057013206,2056,191,1865,1436,1690,105392,274700,1906,1725,179,290,0,75,47,30,0,-888888888,588,55,130,481,538,5001,2647,0,56,18,9.289883268482493,90.71011673151752,69.8443579766537,20.865758754863812,22,-1625,6.043781725888325,4.772727259999999,1.5909090866666664,25.0,8.333333333333334,4.0,2.0,0.5803156917363046,0.1072386058981233,0.8329366945898777,0.8222759096606961,0.3677003417103462,0.6099718758451137,0.1603053431524969,0.4020951370916649,12057,Hillsborough County,Florida
12057013307,1625,1264,361,258,1194,48878,129100,1028,948,401,393,0,48,0,174,54,-888888888,114,32,320,213,139,2658,1915,0,111,0,77.78461538461539,22.21538461538461,15.876923076923076,6.338461538461539,29,-848,17.71428571428571,96.679245264,32.226415088,5.0,1.6666666666666667,6.0,2.0,0.6459948320413437,0.554016620498615,2.549558155696203,0.9153396947850848,1.125503788161822,2.2268779076653527,0.950825756160778,1.467964037405009,12057,Hillsborough County,Florida
12057013503,1195,549,646,323,919,41506,101200,1008,701,313,590,0,0,0,6,175,-888888888,193,16,92,132,361,2134,1245,47,151,238,45.94142259414226,54.05857740585775,27.029288702928877,27.029288702928877,43,-601,21.034928848641652,42.791666693,14.263888897666666,13.0,4.333333333333333,,,1.3415892672858616,,2.598158269156041,1.9009593413679096,1.1469583337982625,2.1327089714449543,0.766990291372115,1.4058876158210536,12057,Hillsborough County,Florida
12057013903,1166,201,965,502,881,66204,178300,1412,1131,26,9,0,0,0,0,9,-888888888,259,43,145,135,37,2959,1176,24,123,438,17.238421955403087,82.76157804459692,43.05317324185249,39.708404802744425,33,-1031,9.66906474820144,7.17391305,2.39130435,12.0,4.0,,,0.796812749003984,,1.189703656716418,1.129040515958017,0.5251953046972792,0.90914713371266,0.3741496600768198,0.5993122893743245,12057,Hillsborough County,Florida
12057006802,1510,495,1015,750,1416,90270,425000,2460,1358,91,220,0,35,0,16,10,-888888888,276,100,218,149,172,2778,1538,36,301,0,32.78145695364238,67.21854304635761,49.66887417218543,17.549668874172188,38,-1258,6.226993865030675,10.0,3.333333333333333,7.0,2.333333333333333,7.0,2.333333333333333,0.3111111111111111,0.2298850574712643,0.6734006734006734,0.4408275970084969,0.2972730812865955,0.4551539491298527,0.5882352941176471,0.3000387342770746,12057,Hillsborough County,Florida
12057011708,2290,1676,614,445,1444,69718,538800,3244,1952,208,291,0,75,0,20,35,-888888888,313,25,584,411,242,3745,2608,0,175,0,73.1877729257642,26.812227074235807,19.432314410480352,7.379912663755459,30,-1852,7.036955078557202,90.153846244,30.051282081333337,4.0,1.3333333333333333,1.0,1.0,0.2996254681647939,0.1628664495114006,1.7930359237072395,0.4245530629295314,0.7915366511385421,1.4797084118183248,0.95751633990996,0.975427852114381,12057,Hillsborough County,Florida
12057012402,763,262,501,282,766,54637,183300,1418,637,25,287,0,0,0,13,88,-888888888,240,22,65,152,117,1520,845,36,152,233,34.338138925294885,65.66186107470512,36.95937090432504,28.70249017038008,36,-537,27.269303201506588,13.09090908,4.36363636,3.0,3.0,,,1.0638297872340423,,1.6655100610687024,1.5073891994971396,0.7352402920350627,1.353609625,0.5925925923914037,0.8923031852556719,12057,Hillsborough County,Florida
12057012403,1781,483,1298,741,1056,60675,201300,1481,1596,78,402,0,0,0,9,98,-888888888,534,23,182,179,195,4320,2277,38,148,585,27.11959573273442,72.88040426726559,41.6058394160584,31.274564851207188,26,-1496,22.884645241422135,19.044117634,6.348039211333333,16.0,5.333333333333333,7.0,3.5,0.7197480881691407,0.2696456086286595,1.314293832574189,1.019844064796985,0.5801957033280676,0.9543605020152504,0.5434326477526514,0.6291170660303261,12057,Hillsborough County,Florida
12057001300,2560,1190,1370,883,-666666666,36000,166100,1262,1964,335,1391,0,9,60,140,52,-888888888,191,254,515,389,1054,2674,2672,1,107,40,46.484375,53.515625,34.4921875,19.0234375,55,-1864,13.6067397869973,40.5,13.5,23.0,7.666666666666667,,,0.8682521706304266,,1.134453781512605,1.2302663077813576,0.5008052182431112,1.021064479819907,0.6377952755905512,0.6730885115379764,12057,Hillsborough County,Florida
12057001400,1716,623,1093,643,880,40649,156300,1128,1433,181,924,9,0,0,46,47,-888888888,237,115,270,152,704,2168,2085,36,192,153,36.3053613053613,63.6946386946387,37.47086247086247,26.223776223776223,56,-1333,16.942571019824236,39.328767126,13.109589042,19.0,6.333333333333333,,,0.984966303784344,,2.104267904012841,1.3956439141015506,0.9289301724623992,1.5357758590310693,0.6742602160790269,1.0123876674208705,12057,Hillsborough County,Florida
12057002700,2922,1109,1813,774,1058,32453,196900,1391,2482,122,1936,17,59,19,107,116,-888888888,334,195,589,237,1057,2686,2851,14,170,0,37.95345653661875,62.04654346338124,26.48870636550308,35.55783709787816,55,-2382,23.29629133752845,47.821428542,15.940476180666666,16.0,5.333333333333333,2.0,1.0,0.6890611541774333,0.0551571980143408,1.4373738666065523,0.9763623411040906,0.6345294490561323,1.1297827676048855,0.7493005035217815,0.7447559056628369,12057,Hillsborough County,Florida
12057005500,1709,1045,664,482,1763,98933,390900,2223,1518,74,202,0,83,0,34,0,-888888888,48,52,505,228,106,2275,1278,0,133,13,61.14686951433587,38.85313048566413,28.20362785254535,10.649502633118784,25,-1418,4.159260575897618,10.0,3.333333333333333,5.0,2.5,2.0,1.0,0.5186721991701244,0.1506024096385542,0.3189792663476874,0.7349304188419663,0.1408135648199663,0.38201266099105,0.5714285714285714,0.251823796103924,12057,Hillsborough County,Florida
12057005800,2060,577,1483,989,1219,104359,472800,2524,1731,21,358,0,139,0,94,75,-888888888,570,81,399,124,264,3959,2228,22,157,0,28.009708737864077,71.99029126213591,48.00970873786408,23.98058252427185,53,-1631,9.196763370830867,12.916666677000002,4.305555559000001,12.0,4.0,2.0,1.0,0.4044489383215369,0.0674308833445718,0.7461968039861353,0.5730822436915314,0.3294089714032447,0.530367532503193,0.5183946490291608,0.3496197351646271,12057,Hillsborough County,Florida
12057006801,2120,808,1312,944,978,55263,230200,1639,1867,85,335,0,62,0,106,0,-888888888,208,28,377,142,265,3741,2035,21,383,0,38.11320754716981,61.886792452830186,44.528301886792455,17.358490566037734,49,-1767,7.010402532790592,67.84,22.613333333333333,15.0,5.0,4.0,2.0,0.5296610169491525,0.1524390243902439,2.7986798679867984,0.7505009785631944,1.2354786990184288,1.576103500761035,0.8189280540801546,1.038971759691563,12057,Hillsborough County,Florida
12057010205,3417,976,2441,1855,1566,94254,275400,1873,2276,471,563,25,531,0,103,11,-888888888,1176,74,341,774,1434,6255,3872,0,126,0,28.56306701785192,71.43693298214808,54.28738659642962,17.149546385718466,21,-2176,9.21003016591252,20.454545466,6.818181822,22.0,7.333333333333333,25.0,8.333333333333334,0.3953279424977538,0.341390140652738,0.6985842030737704,0.560158286533708,0.3083903637000325,0.4998769041092664,0.4817987153432406,0.3295202291225156,12057,Hillsborough County,Florida
12057010303,1230,502,728,228,889,37500,19900,948,1113,57,72,0,0,0,60,0,-888888888,233,101,150,153,0,2926,917,1,162,1147,40.8130081300813,59.18699186991871,18.536585365853657,40.65040650406504,37,-1013,17.0316301703163,89.14457834600002,29.714859448666672,4.0,1.3333333333333333,,,0.5847953216374269,,5.919294710889775,0.8286233026475505,2.613075761958232,4.253177093424658,0.9570560082934578,2.8037060300301,12057,Hillsborough County,Florida
12057010702,1020,303,717,418,1230,70603,234400,1278,822,158,180,0,9,0,23,8,-888888888,145,47,133,535,217,2349,1206,8,86,0,29.705882352941178,70.29411764705881,40.98039215686274,29.31372549019608,50,-722,14.339622641509434,22.448979575,7.482993191666666,7.0,3.5,3.0,1.5,0.8373205741626795,0.209205020920502,2.469634716721672,1.1864379106089928,1.0902215440099168,1.5233000265834489,0.6813254876042698,1.0041635643810238,12057,Hillsborough County,Florida
12057003100,967,565,402,252,1033,33563,155500,1036,331,592,290,0,0,0,24,20,-888888888,102,10,140,186,77,2032,855,81,256,0,58.42812823164426,41.57187176835574,26.05997931747673,15.511892450879008,60,-231,9.59232613908873,45.56291395,15.187637983333332,12.0,4.0,,,1.5873015873015872,,2.688077519174041,2.249120392900494,1.1866532339902105,2.3485481007751936,0.7915324437810188,1.5481693631189006,12057,Hillsborough County,Florida
12057001900,996,503,493,196,1000,32599,104100,989,137,803,110,0,5,0,36,15,-888888888,60,58,179,60,91,2595,734,107,137,0,50.50200803212851,49.497991967871485,19.67871485943775,29.81927710843373,55,-37,18.02109181141439,64.070175444,21.356725148,13.0,4.333333333333333,,,2.210884353741496,,4.245869810735586,3.132703404397116,1.874341460047966,3.675258724082021,0.8313225586278062,2.4227406525253423,12057,Hillsborough County,Florida
12057002000,1002,437,565,330,1086,32941,116400,1019,258,678,141,0,0,0,24,42,-888888888,83,15,142,39,206,2478,920,48,62,21,43.6127744510978,56.3872255489022,32.93413173652694,23.45309381237525,62,-158,17.165791911083666,56.152941183,18.717647061,15.0,5.0,,,1.5151515151515151,,4.283214430434782,2.1468876477686534,1.8908272620466384,3.0922616767926985,0.7891865079558534,2.0384273965591597,12057,Hillsborough County,Florida
12057002500,2945,2197,748,468,929,32313,162100,1176,2364,405,1995,0,34,0,14,128,-888888888,239,173,583,327,1535,1800,2525,143,358,0,74.60101867572156,25.398981324278434,15.891341256366722,9.507640067911714,38,-2264,19.575066395875645,145.838297936,48.612765978666665,6.0,2.0,1.0,1.0,0.4273504273504274,0.1336898395721925,2.2126884833257474,0.60553241347321,0.9767924941979288,1.899165702764228,0.9604842778036868,1.2519352512027586,12057,Hillsborough County,Florida
12057003800,422,229,193,80,980,34773,113900,1162,185,220,47,4,0,7,0,6,-888888888,27,18,92,60,0,856,282,17,120,4,54.2654028436019,45.7345971563981,18.95734597156398,26.77725118483412,74,-85,15.096153846153843,19.89041098,6.630136993333333,4.0,1.3333333333333333,1.0,1.0,1.6666666666666667,0.5181347150259068,2.895256328966521,2.361576412545519,1.278112428489196,2.577174862998921,0.8325688074872959,1.6988807531675072,12057,Hillsborough County,Florida
12057010808,1066,1029,37,0,967,31684,66900,-666666666,537,300,470,25,24,0,11,169,-888888888,117,20,148,406,58,943,983,39,158,45,96.52908067542214,3.4709193245778613,0.0,3.4709193245778613,39,-437,14.755517092167892,153.022784836,51.00759494533333,3.0,1.0,1.0,1.0,inf,2.702702702702702,4.957006311499837,inf,2.1882730421623373,5.054188041334628,0.9807720391406076,3.331734648506222,12057,Hillsborough County,Florida
12057000300,2748,1849,899,594,984,30747,89300,1050,1307,1274,1149,0,39,0,73,55,-888888888,389,112,469,438,508,4334,1874,232,115,0,67.28529839883551,32.71470160116448,21.61572052401747,11.098981077147016,50,-1207,21.705803625745222,206.907153695,68.96905123166667,36.0,12.0,1.0,1.0,2.0202020202020203,0.1112347052280311,3.73007307905174,2.862516863691538,1.6466427216863255,3.314328744644563,0.8517952252439529,2.184814618048225,12057,Hillsborough County,Florida
12057005102,2223,922,1301,820,1781,108732,377600,2770,1980,90,145,0,91,0,62,0,-888888888,237,114,504,345,314,3352,2225,0,494,0,41.47548358074673,58.52451641925326,36.88708951866847,21.6374269005848,20,-1880,2.062111801242236,31.733333372999997,10.577777790999995,6.0,3.0,9.0,3.0,0.3658536585365854,0.2305918524212144,1.1472644024945766,0.5183948222660896,0.5064604736102817,0.7794361533295061,0.7790507367127083,0.5138064545894069,12057,Hillsborough County,Florida
12057004000,444,438,6,6,296,17273,-666666666,-666666666,244,188,141,0,0,0,0,12,-888888888,0,31,170,68,78,662,247,3,15,0,98.64864864864865,1.351351351351351,1.351351351351351,0.0,9,-144,1.8867924528301887,4.0,2.0,1.0,1.0,,,16.666666666666664,,0.45662100456621,23.615764125455183,0.2015755825162531,0.6756756756756757,0.6666666666666666,0.445407262529759,12057,Hillsborough County,Florida
12057004100,731,648,83,58,618,18023,291300,1900,412,288,249,0,7,0,6,18,-888888888,69,142,211,84,205,985,393,28,77,0,88.64569083447333,11.354309165526676,7.934336525307797,3.4199726402188784,61,-312,11.989630589760209,35.44303798,11.814345993333331,2.0,2.0,,,3.4482758620689653,,1.82320154218107,4.88602016388728,0.8048532792721996,1.9567062313503307,0.8552229688640215,1.2898661257993949,12057,Hillsborough County,Florida
12057010103,1494,284,1210,661,895,58750,156700,1309,1413,14,163,0,42,0,25,0,-888888888,223,17,115,130,196,3678,1555,0,131,922,19.00937081659973,80.99062918340026,44.24364123159304,36.74698795180723,30,-1313,10.821322351864564,17.181818172,5.727272724,19.0,6.333333333333333,,,0.9581442259203228,,2.0166453253521124,1.357638482250071,0.8902491390485026,1.2762546092416225,0.4748743717168001,0.8413105462540816,12057,Hillsborough County,Florida
12057011006,1997,176,1821,1223,1396,76992,245800,1615,1774,54,222,0,49,0,69,51,-888888888,429,35,188,385,479,4624,2364,7,97,119,8.813219829744618,91.1867801702554,61.241862794191285,29.94491737606409,36,-1674,7.857268412726313,18.36,6.12,27.0,9.0,6.0,2.0,0.7358953393295176,0.1098297638660076,3.4772727272727275,1.0427238452776617,1.5350438734936576,1.0807719799857043,0.4047619047619047,0.7124478597559641,12057,Hillsborough County,Florida
12057011108,706,52,654,259,787,69130,195800,1585,623,35,109,0,37,0,0,11,-888888888,82,39,175,73,115,1193,534,0,58,325,7.365439093484419,92.6345609065156,36.68555240793201,55.94900849858357,44,-523,5.462724935732648,4.800000000000001,1.6000000000000003,3.0,1.5,,,0.5791505791505791,,3.076923076923077,0.8206250082204505,1.358309309878752,0.9967845659163987,0.5161290322580645,0.6570831255583713,12057,Hillsborough County,Florida
12057011203,1353,418,935,546,1137,71375,277000,1774,1197,89,188,0,22,0,45,0,-888888888,246,18,209,129,334,2868,1486,0,217,0,30.89430894308943,69.10569105691057,40.35476718403548,28.75092387287509,43,-1097,12.220403709765412,25.253968241000003,8.417989413666668,3.0,1.5,8.0,4.0,0.2747252747252747,0.427807486631016,2.0138730654704946,0.3892708372327779,0.889025323466356,1.0288370761065009,0.848759669179214,0.6782122283734225,12057,Hillsborough County,Florida
12057011206,1239,600,639,370,812,27583,165800,1184,922,224,300,0,23,0,21,49,-888888888,97,70,223,111,133,2038,1018,110,147,280,48.426150121065376,51.57384987893463,29.862792574656982,21.71105730427764,46,-822,15.487571701720842,50.076923085,16.692307695,6.0,2.0,2.0,1.0,0.5405405405405406,0.1564945226917058,2.7820512825,0.7659166743390873,1.2281380012134582,1.9270420304123712,0.8930041152417484,1.2703114030077292,12057,Hillsborough County,Florida
12057011407,1084,347,737,490,1325,73000,295000,1791,1041,14,156,13,0,0,9,7,-888888888,108,44,250,97,195,1896,1009,0,166,13,32.011070110701105,67.98892988929889,45.20295202952029,22.7859778597786,39,-941,5.62444641275465,19.190476189,6.396825396333333,10.0,3.333333333333333,5.0,1.6666666666666667,0.6802721088435375,0.2261420171867933,1.843465532084534,0.9639087398144977,0.813798828268078,1.1625040298287534,0.6574225122175859,0.7663258516566409,12057,Hillsborough County,Florida
12057011412,1438,702,736,363,1213,56944,178600,1319,1153,151,376,0,51,0,60,23,-888888888,215,70,352,265,485,2171,1473,8,101,252,48.817802503477054,51.18219749652295,25.24339360222531,25.938803894297635,31,-1053,16.402439024390244,25.81720428,8.605734759999999,9.0,3.0,3.0,1.5,0.8264462809917356,0.2038043478260869,1.2258881424501422,1.1710296260556292,0.5411689649469992,1.0897403530516432,0.7415071029936238,0.7183598359309994,12057,Hillsborough County,Florida
