,variable_code,label_14,concept_14,predicateType_14,group_14,limit_14,predicateOnly_14,acs_year_14,label_19,concept_19,predicateType_19,group_19,limit_19,predicateOnly_19,acs_year_19,datasets,concept_match,predicateType_match,predicateOnly_match,label_match
736,DP02_0041M,"['MARGIN OF ERROR', 'FERTILITY', 'NUMBER OF WOMEN 15 TO 50 YEARS OLD WHO HAD A BIRTH IN THE PAST 12 MONTHS', 'PER 1,000 WOMEN 20 TO 34 YEARS OLD']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2014.0,"['MARGIN OF ERROR', 'FERTILITY', 'NUMBER OF WOMEN 15 TO 50 YEARS OLD WHO HAD A BIRTH IN THE PAST 12 MONTHS', 'PER 1,000 WOMEN 15 TO 19 YEARS OLD']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2019.0,,True,True,True,False
737,DP02_0135PM,"['PERCENT MARGIN OF ERROR', 'ANCESTRY', 'TOTAL POPULATION', 'ITALIAN']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,float,DP02,0.0,True,2014.0,"['PERCENT MARGIN OF ERROR', 'ANCESTRY', 'TOTAL POPULATION', 'IRISH']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,float,DP02,0.0,True,2019.0,,True,True,True,False
738,DP02_0065PMA,"['ANNOTATION OF PERCENT MARGIN OF ERROR', 'EDUCATIONAL ATTAINMENT', 'POPULATION 25 YEARS AND OVER', 'GRADUATE OR PROFESSIONAL DEGREE']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2014.0,"['ANNOTATION OF PERCENT MARGIN OF ERROR', 'EDUCATIONAL ATTAINMENT', 'POPULATION 25 YEARS AND OVER', ""BACHELOR'S DEGREE""]",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2019.0,,True,True,True,False
739,DP02_0041E,"['ESTIMATE', 'FERTILITY', 'NUMBER OF WOMEN 15 TO 50 YEARS OLD WHO HAD A BIRTH IN THE PAST 12 MONTHS', 'PER 1,000 WOMEN 20 TO 34 YEARS OLD']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2014.0,"['ESTIMATE', 'FERTILITY', 'NUMBER OF WOMEN 15 TO 50 YEARS OLD WHO HAD A BIRTH IN THE PAST 12 MONTHS', 'PER 1,000 WOMEN 15 TO 19 YEARS OLD']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2019.0,"hill_14, miami_dade_14, orange_14, hill_19, miami_dade_19, orange_19",True,True,True,False
740,DP02_0118PEA,"['ANNOTATION OF PERCENT', 'LANGUAGE SPOKEN AT HOME', 'POPULATION 5 YEARS AND OVER', 'ASIAN AND PACIFIC ISLANDER LANGUAGES']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2014.0,"['ANNOTATION OF PERCENT', 'LANGUAGE SPOKEN AT HOME', 'POPULATION 5 YEARS AND OVER', 'OTHER INDO-EUROPEAN LANGUAGES', 'SPEAK ENGLISH LESS THAN ""VERY WELL""']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2019.0,,True,True,True,False
741,DP02_0001PEA,"['ANNOTATION OF PERCENT', 'HOUSEHOLDS BY TYPE', 'TOTAL HOUSEHOLDS']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2014.0,"['ANNOTATION OF PERCENT', 'HOUSEHOLDS BY TYPE', 'TOTAL HOUSEHOLDS']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2019.0,,True,True,True,True
742,DP02_0040E,"['ESTIMATE', 'FERTILITY', 'NUMBER OF WOMEN 15 TO 50 YEARS OLD WHO HAD A BIRTH IN THE PAST 12 MONTHS', 'PER 1,000 WOMEN 15 TO 19 YEARS OLD']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2014.0,"['ESTIMATE', 'FERTILITY', 'NUMBER OF WOMEN 15 TO 50 YEARS OLD WHO HAD A BIRTH IN THE PAST 12 MONTHS', 'PER 1,000 WOMEN 15 TO 50 YEARS OLD']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2019.0,"hill_14, miami_dade_14, orange_14, hill_19, miami_dade_19, orange_19",True,True,True,False
743,DP02_0020EA,"['ANNOTATION OF ESTIMATE', 'RELATIONSHIP', 'POPULATION IN HOUSEHOLDS', 'CHILD']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2014.0,"['ANNOTATION OF ESTIMATE', 'RELATIONSHIP', 'POPULATION IN HOUSEHOLDS', 'SPOUSE']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2019.0,,True,True,True,False
744,DP02_0002PM,"['PERCENT MARGIN OF ERROR', 'HOUSEHOLDS BY TYPE', 'TOTAL HOUSEHOLDS', 'FAMILY HOUSEHOLDS (FAMILIES)']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,float,DP02,0.0,True,2014.0,"['PERCENT MARGIN OF ERROR', 'HOUSEHOLDS BY TYPE', 'TOTAL HOUSEHOLDS', 'MARRIED-COUPLE FAMILY']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,float,DP02,0.0,True,2019.0,,True,True,True,False
745,DP02_0140EA,"['ANNOTATION OF ESTIMATE', 'ANCESTRY', 'TOTAL POPULATION', 'RUSSIAN']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2014.0,"['ANNOTATION OF ESTIMATE', 'ANCESTRY', 'TOTAL POPULATION', 'PORTUGUESE']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2019.0,,True,True,True,False
746,DP02_0148PMA,"['ANNOTATION OF PERCENT MARGIN OF ERROR', 'ANCESTRY', 'TOTAL POPULATION', 'WELSH']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2014.0,"['ANNOTATION OF PERCENT MARGIN OF ERROR', 'ANCESTRY', 'TOTAL POPULATION', 'UKRAINIAN']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2019.0,,True,True,True,False
747,DP02_0077EA,"['ANNOTATION OF ESTIMATE', 'DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION', '65 YEARS AND OVER', 'WITH A DISABILITY']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2014.0,"['ANNOTATION OF ESTIMATE', 'DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION', '65 YEARS AND OVER']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2019.0,,True,True,True,False
748,DP02_0077PMA,"['ANNOTATION OF PERCENT MARGIN OF ERROR', 'DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION', '65 YEARS AND OVER', 'WITH A DISABILITY']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2014.0,"['ANNOTATION OF PERCENT MARGIN OF ERROR', 'DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION', '65 YEARS AND OVER']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2019.0,,True,True,True,False
749,DP02_0002PE,"['PERCENT', 'HOUSEHOLDS BY TYPE', 'TOTAL HOUSEHOLDS', 'FAMILY HOUSEHOLDS (FAMILIES)']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,float,DP02,0.0,True,2014.0,"['PERCENT', 'HOUSEHOLDS BY TYPE', 'TOTAL HOUSEHOLDS', 'MARRIED-COUPLE FAMILY']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,float,DP02,0.0,True,2019.0,"hill_14, miami_dade_14, orange_14, hill_19, miami_dade_19, orange_19",True,True,True,False
750,DP02_0013PEA,"['ANNOTATION OF PERCENT', 'HOUSEHOLDS BY TYPE', 'HOUSEHOLDS WITH ONE OR MORE PEOPLE UNDER 18 YEARS']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2014.0,"['ANNOTATION OF PERCENT', 'HOUSEHOLDS BY TYPE', 'TOTAL HOUSEHOLDS', 'FEMALE HOUSEHOLDER, NO SPOUSE/PARTNER PRESENT', 'HOUSEHOLDER LIVING ALONE', '65 YEARS AND OVER']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2019.0,,True,True,True,False
751,DP02_0059PM,"['PERCENT MARGIN OF ERROR', 'EDUCATIONAL ATTAINMENT', 'POPULATION 25 YEARS AND OVER', 'LESS THAN 9TH GRADE']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,float,DP02,0.0,True,2014.0,"['PERCENT MARGIN OF ERROR', 'EDUCATIONAL ATTAINMENT', 'POPULATION 25 YEARS AND OVER']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2019.0,,True,False,True,False
752,DP02_0046MA,"['ANNOTATION OF MARGIN OF ERROR', 'GRANDPARENTS', 'NUMBER OF GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS', 'YEARS RESPONSIBLE FOR GRANDCHILDREN', '1 OR 2 YEARS']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2014.0,"['ANNOTATION OF MARGIN OF ERROR', 'GRANDPARENTS', 'NUMBER OF GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS', 'YEARS RESPONSIBLE FOR GRANDCHILDREN', 'LESS THAN 1 YEAR']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2019.0,,True,True,True,False
753,DP02_0059PE,"['PERCENT', 'EDUCATIONAL ATTAINMENT', 'POPULATION 25 YEARS AND OVER', 'LESS THAN 9TH GRADE']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,float,DP02,0.0,True,2014.0,"['PERCENT', 'EDUCATIONAL ATTAINMENT', 'POPULATION 25 YEARS AND OVER']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2019.0,"hill_14, miami_dade_14, orange_14, hill_19, miami_dade_19, orange_19",True,False,True,False
754,DP02_0106PEA,"['ANNOTATION OF PERCENT', 'WORLD REGION OF BIRTH OF FOREIGN BORN', 'FOREIGN-BORN POPULATION, EXCLUDING POPULATION BORN AT SEA', 'AFRICA']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2014.0,"['ANNOTATION OF PERCENT', 'WORLD REGION OF BIRTH OF FOREIGN BORN', 'FOREIGN-BORN POPULATION, EXCLUDING POPULATION BORN AT SEA', 'ASIA']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2019.0,,True,True,True,False
755,DP02_0029E,"['ESTIMATE', 'MARITAL STATUS', 'MALES 15 YEARS AND OVER', 'DIVORCED']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2014.0,"['ESTIMATE', 'MARITAL STATUS', 'MALES 15 YEARS AND OVER', 'WIDOWED']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2019.0,"hill_14, miami_dade_14, orange_14, hill_19, miami_dade_19, orange_19",True,True,True,False
756,DP02_0020PE,"['PERCENT', 'RELATIONSHIP', 'POPULATION IN HOUSEHOLDS', 'CHILD']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,float,DP02,0.0,True,2014.0,"['PERCENT', 'RELATIONSHIP', 'POPULATION IN HOUSEHOLDS', 'SPOUSE']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,float,DP02,0.0,True,2019.0,"hill_14, miami_dade_14, orange_14, hill_19, miami_dade_19, orange_19",True,True,True,False
757,DP02_0095EA,"['ANNOTATION OF ESTIMATE', 'U.S. CITIZENSHIP STATUS', 'FOREIGN-BORN POPULATION', 'NOT A U.S. CITIZEN']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2014.0,"['ANNOTATION OF ESTIMATE', 'U.S. CITIZENSHIP STATUS', 'FOREIGN-BORN POPULATION', 'NATURALIZED U.S. CITIZEN']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2019.0,,True,True,True,False
758,DP02_0046PMA,"['ANNOTATION OF PERCENT MARGIN OF ERROR', 'GRANDPARENTS', 'NUMBER OF GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS', 'YEARS RESPONSIBLE FOR GRANDCHILDREN', '1 OR 2 YEARS']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2014.0,"['ANNOTATION OF PERCENT MARGIN OF ERROR', 'GRANDPARENTS', 'NUMBER OF GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS', 'YEARS RESPONSIBLE FOR GRANDCHILDREN', 'LESS THAN 1 YEAR']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2019.0,,True,True,True,False
759,DP02_0105EA,"['ANNOTATION OF ESTIMATE', 'WORLD REGION OF BIRTH OF FOREIGN BORN', 'FOREIGN-BORN POPULATION, EXCLUDING POPULATION BORN AT SEA', 'ASIA']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2014.0,"['ANNOTATION OF ESTIMATE', 'WORLD REGION OF BIRTH OF FOREIGN BORN', 'FOREIGN-BORN POPULATION, EXCLUDING POPULATION BORN AT SEA', 'EUROPE']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2019.0,,True,True,True,False
760,DP02_0029M,"['MARGIN OF ERROR', 'MARITAL STATUS', 'MALES 15 YEARS AND OVER', 'DIVORCED']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2014.0,"['MARGIN OF ERROR', 'MARITAL STATUS', 'MALES 15 YEARS AND OVER', 'WIDOWED']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2019.0,,True,True,True,False
761,DP02_0020PM,"['PERCENT MARGIN OF ERROR', 'RELATIONSHIP', 'POPULATION IN HOUSEHOLDS', 'CHILD']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,float,DP02,0.0,True,2014.0,"['PERCENT MARGIN OF ERROR', 'RELATIONSHIP', 'POPULATION IN HOUSEHOLDS', 'SPOUSE']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,float,DP02,0.0,True,2019.0,,True,True,True,False
762,DP02_0028E,"['ESTIMATE', 'MARITAL STATUS', 'MALES 15 YEARS AND OVER', 'WIDOWED']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2014.0,"['ESTIMATE', 'MARITAL STATUS', 'MALES 15 YEARS AND OVER', 'SEPARATED']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2019.0,"hill_14, miami_dade_14, orange_14, hill_19, miami_dade_19, orange_19",True,True,True,False
763,DP02_0095PEA,"['ANNOTATION OF PERCENT', 'U.S. CITIZENSHIP STATUS', 'FOREIGN-BORN POPULATION', 'NOT A U.S. CITIZEN']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2014.0,"['ANNOTATION OF PERCENT', 'U.S. CITIZENSHIP STATUS', 'FOREIGN-BORN POPULATION', 'NATURALIZED U.S. CITIZEN']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2019.0,,True,True,True,False
764,DP02_0077PM,"['PERCENT MARGIN OF ERROR', 'DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION', '65 YEARS AND OVER', 'WITH A DISABILITY']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,float,DP02,0.0,True,2014.0,"['PERCENT MARGIN OF ERROR', 'DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION', '65 YEARS AND OVER']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2019.0,,True,False,True,False
765,DP02_0028M,"['MARGIN OF ERROR', 'MARITAL STATUS', 'MALES 15 YEARS AND OVER', 'WIDOWED']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2014.0,"['MARGIN OF ERROR', 'MARITAL STATUS', 'MALES 15 YEARS AND OVER', 'SEPARATED']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2019.0,,True,True,True,False
766,DP02_0064MA,"['ANNOTATION OF MARGIN OF ERROR', 'EDUCATIONAL ATTAINMENT', 'POPULATION 25 YEARS AND OVER', ""BACHELOR'S DEGREE""]",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2014.0,"['ANNOTATION OF MARGIN OF ERROR', 'EDUCATIONAL ATTAINMENT', 'POPULATION 25 YEARS AND OVER', ""ASSOCIATE'S DEGREE""]",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2019.0,,True,True,True,False
767,DP02_0077PE,"['PERCENT', 'DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION', '65 YEARS AND OVER', 'WITH A DISABILITY']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,float,DP02,0.0,True,2014.0,"['PERCENT', 'DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION', '65 YEARS AND OVER']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2019.0,"hill_14, miami_dade_14, orange_14, hill_19, miami_dade_19, orange_19",True,False,True,False
768,DP02_0027E,"['ESTIMATE', 'MARITAL STATUS', 'MALES 15 YEARS AND OVER', 'SEPARATED']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2014.0,"['ESTIMATE', 'MARITAL STATUS', 'MALES 15 YEARS AND OVER', 'NOW MARRIED, EXCEPT SEPARATED']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2019.0,"hill_14, miami_dade_14, orange_14, hill_19, miami_dade_19, orange_19",True,True,True,False
769,DP02_0027M,"['MARGIN OF ERROR', 'MARITAL STATUS', 'MALES 15 YEARS AND OVER', 'SEPARATED']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2014.0,"['MARGIN OF ERROR', 'MARITAL STATUS', 'MALES 15 YEARS AND OVER', 'NOW MARRIED, EXCEPT SEPARATED']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2019.0,,True,True,True,False
770,DP02_0029EA,"['ANNOTATION OF ESTIMATE', 'MARITAL STATUS', 'MALES 15 YEARS AND OVER', 'DIVORCED']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2014.0,"['ANNOTATION OF ESTIMATE', 'MARITAL STATUS', 'MALES 15 YEARS AND OVER', 'WIDOWED']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2019.0,,True,True,True,False
771,DP02_0140PE,"['PERCENT', 'ANCESTRY', 'TOTAL POPULATION', 'RUSSIAN']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,float,DP02,0.0,True,2014.0,"['PERCENT', 'ANCESTRY', 'TOTAL POPULATION', 'PORTUGUESE']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,float,DP02,0.0,True,2019.0,"hill_14, miami_dade_14, orange_14, hill_19, miami_dade_19, orange_19",True,True,True,False
772,DP02_0034PMA,"['ANNOTATION OF PERCENT MARGIN OF ERROR', 'MARITAL STATUS', 'FEMALES 15 YEARS AND OVER', 'WIDOWED']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2014.0,"['ANNOTATION OF PERCENT MARGIN OF ERROR', 'MARITAL STATUS', 'FEMALES 15 YEARS AND OVER', 'SEPARATED']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2019.0,,True,True,True,False
773,DP02_0140PM,"['PERCENT MARGIN OF ERROR', 'ANCESTRY', 'TOTAL POPULATION', 'RUSSIAN']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,float,DP02,0.0,True,2014.0,"['PERCENT MARGIN OF ERROR', 'ANCESTRY', 'TOTAL POPULATION', 'PORTUGUESE']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,float,DP02,0.0,True,2019.0,,True,True,True,False
774,DP02_0026M,"['MARGIN OF ERROR', 'MARITAL STATUS', 'MALES 15 YEARS AND OVER', 'NOW MARRIED, EXCEPT SEPARATED']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2014.0,"['MARGIN OF ERROR', 'MARITAL STATUS', 'MALES 15 YEARS AND OVER', 'NEVER MARRIED']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2019.0,,True,True,True,False
775,DP02_0026E,"['ESTIMATE', 'MARITAL STATUS', 'MALES 15 YEARS AND OVER', 'NOW MARRIED, EXCEPT SEPARATED']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2014.0,"['ESTIMATE', 'MARITAL STATUS', 'MALES 15 YEARS AND OVER', 'NEVER MARRIED']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2019.0,"hill_14, miami_dade_14, orange_14, hill_19, miami_dade_19, orange_19",True,True,True,False
776,DP02_0082EA,"['ANNOTATION OF ESTIMATE', 'RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER', 'DIFFERENT HOUSE IN THE U.S.', 'DIFFERENT COUNTY']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2014.0,"['ANNOTATION OF ESTIMATE', 'RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER', 'DIFFERENT HOUSE IN THE U.S.', 'SAME COUNTY']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2019.0,,True,True,True,False
777,DP02_0051EA,"['ANNOTATION OF ESTIMATE', 'GRANDPARENTS', 'NUMBER OF GRANDPARENTS RESPONSIBLE FOR OWN GRANDCHILDREN UNDER 18 YEARS', 'WHO ARE MARRIED']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2014.0,"['ANNOTATION OF ESTIMATE', 'GRANDPARENTS', 'NUMBER OF GRANDPARENTS RESPONSIBLE FOR OWN GRANDCHILDREN UNDER 18 YEARS', 'WHO ARE FEMALE']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2019.0,,True,True,True,False
778,DP02_0025M,"['MARGIN OF ERROR', 'MARITAL STATUS', 'MALES 15 YEARS AND OVER', 'NEVER MARRIED']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2014.0,"['MARGIN OF ERROR', 'MARITAL STATUS', 'MALES 15 YEARS AND OVER']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2019.0,,True,True,True,False
779,DP02_0025E,"['ESTIMATE', 'MARITAL STATUS', 'MALES 15 YEARS AND OVER', 'NEVER MARRIED']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2014.0,"['ESTIMATE', 'MARITAL STATUS', 'MALES 15 YEARS AND OVER']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2019.0,"hill_14, miami_dade_14, orange_14, hill_19, miami_dade_19, orange_19",True,True,True,False
780,DP02_0124PMA,"['ANNOTATION OF PERCENT MARGIN OF ERROR', 'ANCESTRY', 'TOTAL POPULATION', 'ARAB']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2014.0,"['ANNOTATION OF PERCENT MARGIN OF ERROR', 'ANCESTRY', 'TOTAL POPULATION', 'AMERICAN']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2019.0,,True,True,True,False
781,DP02_0071PEA,"['ANNOTATION OF PERCENT', 'DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION', 'TOTAL CIVILIAN NONINSTITUTIONALIZED POPULATION', 'WITH A DISABILITY']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2014.0,"['ANNOTATION OF PERCENT', 'DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION', 'TOTAL CIVILIAN NONINSTITUTIONALIZED POPULATION']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2019.0,,True,True,True,False
782,DP02_0033PE,"['PERCENT', 'MARITAL STATUS', 'FEMALES 15 YEARS AND OVER', 'SEPARATED']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,float,DP02,0.0,True,2014.0,"['PERCENT', 'MARITAL STATUS', 'FEMALES 15 YEARS AND OVER', 'NOW MARRIED, EXCEPT SEPARATED']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,float,DP02,0.0,True,2019.0,"hill_14, miami_dade_14, orange_14, hill_19, miami_dade_19, orange_19",True,True,True,False
783,DP02_0020MA,"['ANNOTATION OF MARGIN OF ERROR', 'RELATIONSHIP', 'POPULATION IN HOUSEHOLDS', 'CHILD']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2014.0,"['ANNOTATION OF MARGIN OF ERROR', 'RELATIONSHIP', 'POPULATION IN HOUSEHOLDS', 'SPOUSE']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2019.0,,True,True,True,False
784,DP02_0131PEA,"['ANNOTATION OF PERCENT', 'ANCESTRY', 'TOTAL POPULATION', 'GERMAN']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2014.0,"['ANNOTATION OF PERCENT', 'ANCESTRY', 'TOTAL POPULATION', 'FRENCH CANADIAN']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,string,DP02,0.0,True,2019.0,,True,True,True,False
785,DP02_0024M,"['MARGIN OF ERROR', 'MARITAL STATUS', 'MALES 15 YEARS AND OVER']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2014.0,"['MARGIN OF ERROR', 'RELATIONSHIP', 'POPULATION IN HOUSEHOLDS', 'OTHER NONRELATIVES']",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,int,DP02,0.0,True,2019.0,,True,True,True,False
