CensusTract,County,CountyCode,ActiveSubsidies,TotalInconclusiveSubsidies,TotalInactiveSubsidies,TotalUnits,StudioOneBedroomUnits,TwoBedroomUnits,ThreePlusBedroomUnits,FairMarketRent_2BR,total-households,total-renter-occupied-households,total-owner-occupied-households,total-owner-occupied-households-mortgage,median-gross-rent,median-household-income,median-property-value,median-monthly-housing-cost,pct-white,pct-af-am,pct-hispanic,pct-am-indian,pct-asian,pct-nh-pi,pct-multiple,pct-other,pct-below-poverty-level,households-children,single-parent-household,older-adult-alone,level-of-education,immigrant-status,english-fluency,drive-to-work,public-transport-to-work,vacant-properties,live-in-mobile-home,pct-renter-occupied,pct-owner-occupied,pct-owner-occupied-mortgage,pct-owner-occupied-without-mortgage,median-house-age,pct-non-white,pct-without-health-insurance,total-evictions,avg-evictions,total-foreclosure-sales,avg-foreclosure-sales,total-lien-foreclosures,avg-lien-foreclosures,total-evictions-2017,eviction-filings-2017,eviction-rate-2017,total-evictions-2018,eviction-filings-2018,eviction-rate-2018,total-evictions-2019,eviction-filings-2019,eviction-rate-2019,foreclosure-sales-2017,foreclosure-sales-2018,foreclosure-sales-2019,lien-foreclosures-2017,lien-foreclosures-2018,lien-foreclosures-2019,avg-foreclosure-rate,foreclosure-rate-2017,foreclosure-rate-2018,foreclosure-rate-2019,avg-lien-foreclosure-rate,lien-foreclosure-rate-2017,lien-foreclosure-rate-2018,lien-foreclosure-rate-2019,avg-eviction-rate,ratio-to-mean-foreclosure-rate,ratio-to-mean-eviction-rate,avg-housing-loss-rate,evictions-pct-total-housing-loss,housing-loss-index
12057012304.0,Hillsborough,12057.0,3,0,0,376.0,72.0,184.0,120.0,1310.0,1770,686,1084,788,992,45185,169600,1289,1457,187,584,0,50,0,59,17,-888888888,207,12,345,126,489,2822,1807,0,110,0,38.75706214689266,61.24293785310735,44.51977401129943,16.72316384180791,28,-1357,11.664108748081562,24.984615398000003,8.328205132666668,22.0,7.333333333333333,6.0,2.0,11.200000006000002,26.0,0.430769231,5.169230772000001,12.0,0.430769231,8.61538462,20.0,0.430769231,9.0,8.0,5.0,1.0,4.0,1.0,0.9306260575296108,1.1421319796954317,1.015228426395939,0.6345177664974619,0.1845018450184501,0.092250922509225,0.3690036900369003,0.092250922509225,1.2140240718172983,1.3186467278172949,0.5359315647290628,1.0625195702849388,0.5317616242329298,0.7004158211136676
12057012503.0,Hillsborough,12057.0,3,0,4,236.0,36.0,111.0,88.0,1150.0,1915,690,1225,798,1063,72102,259600,1849,1695,67,299,8,67,0,8,70,-888888888,242,30,347,358,151,3329,1806,0,210,0,36.0313315926893,63.9686684073107,41.6710182767624,22.297650130548305,29,-1595,11.120783460282915,45.121951252,15.040650417333332,7.0,2.333333333333333,26.0,8.666666666666666,15.243902449999998,25.0,0.609756098,9.14634147,15.0,0.609756098,20.731707332,34.0,0.609756098,4.0,1.0,2.0,8.0,11.0,7.0,0.2923976608187135,0.5012531328320802,0.12531328320802,0.2506265664160401,0.7074829931972788,0.653061224489796,0.8979591836734694,0.5714285714285714,2.1798044083091788,0.4143116513237753,0.962275801994358,1.1676064348566306,0.8656995789325636,0.7696893710752025
12057012701.0,Hillsborough,12057.0,1,0,2,80.0,18.0,18.0,62.0,1130.0,2179,1301,878,473,924,46731,116400,1053,1531,263,1129,0,23,0,32,330,-888888888,561,15,198,495,429,3121,2813,0,205,342,59.70628728774668,40.29371271225333,21.707205139972466,18.586507572280865,30,-1431,21.96580008341443,61.31818183199999,20.439393944,13.0,4.333333333333333,16.0,5.333333333333333,29.58333334,55.0,0.537878788,11.833333336,22.0,0.537878788,19.901515156,37.0,0.537878788,4.0,2.0,7.0,6.0,9.0,1.0,0.9161381254404508,0.8456659619450317,0.4228329809725158,1.4799154334038054,0.6074411541381928,0.683371298405467,1.0250569476082003,0.1138952164009111,1.5710525706379708,1.298118112604302,0.6935419832271128,1.3964333301766252,0.8250764526319124,0.920532689410943
12057012702.0,Hillsborough,12057.0,4,0,0,71.5,71.0,0.0,0.0,1130.0,1489,849,640,324,943,38180,160900,1339,1309,18,417,16,13,0,37,96,-888888888,265,22,421,304,324,2400,1381,0,88,11,57.018132975151104,42.98186702484889,21.759570181329757,21.22229684351914,47,-1209,21.747362726535027,37.97802195199999,12.659340650666664,13.0,4.333333333333333,1.0,1.0,14.241758232,24.0,0.593406593,11.274725267,19.0,0.593406593,12.461538453,21.0,0.593406593,5.0,3.0,5.0,0.0,1.0,0.0,1.337448559670782,1.5432098765432098,0.9259259259259258,1.5432098765432098,0.15625,0.0,0.15625,0.0,1.491088415861798,1.8950921829068976,0.6582417650631679,1.4486508085251488,0.7449881438663789,0.9549545946603288
12057013307.0,Hillsborough,12057.0,2,0,0,18.0,18.0,0.0,0.0,1470.0,1625,1264,361,258,1194,48878,129100,1028,948,401,393,0,48,0,174,54,-888888888,114,32,320,213,139,2658,1915,0,111,0,77.78461538461539,22.21538461538461,15.876923076923076,6.338461538461539,29,-848,17.71428571428571,96.679245264,32.226415088,5.0,1.6666666666666667,6.0,2.0,36.830188672,64.0,0.575471698,21.867924524,38.0,0.575471698,37.981132068,66.0,0.575471698,2.0,1.0,2.0,4.0,1.0,1.0,0.6459948320413437,0.7751937984496124,0.3875968992248062,0.7751937984496124,0.554016620498615,1.10803324099723,0.2770083102493075,0.2770083102493075,2.549558155696203,0.9153396947850848,1.125503788161822,2.2268779076653527,0.950825756160778,1.467964037405009
12057013311.0,Hillsborough,12057.0,2,0,2,23.0,0.0,24.0,8.0,1470.0,1418,812,606,306,1075,47717,147500,1015,1072,172,349,0,58,0,29,87,-888888888,122,78,264,328,284,2388,1534,0,48,8,57.26375176304654,42.73624823695346,21.57968970380818,21.15655853314528,45,-972,15.74217539510381,43.9393939,14.646464633333332,11.0,3.6666666666666665,6.0,2.0,15.818181804,36.0,0.439393939,10.545454536,24.0,0.439393939,17.57575756,40.0,0.439393939,3.0,3.0,5.0,2.0,2.0,2.0,1.1982570806100217,0.9803921568627452,0.9803921568627452,1.6339869281045754,0.33003300330033,0.33003300330033,0.33003300330033,0.33003300330033,1.8037518021346468,1.6978653946405688,0.7962671813037717,1.6380260554561716,0.7997793710643757,1.079791277943466
12057013320.0,Hillsborough,12057.0,2,0,0,248.0,72.0,108.0,68.0,1470.0,1615,1144,471,329,1304,62663,188700,1436,1132,242,305,0,147,0,58,36,-888888888,209,9,208,339,312,2615,1808,10,144,16,70.83591331269349,29.1640866873065,20.371517027863774,8.792569659442725,27,-1032,9.79213623841723,73.0,24.33333333333333,9.0,3.0,12.0,4.0,14.5,29.0,0.5,26.5,53.0,0.5,32.0,64.0,0.5,3.0,3.0,3.0,5.0,3.0,4.0,0.911854103343465,0.911854103343465,0.911854103343465,0.911854103343465,0.8492569002123143,1.0615711252653928,0.6369426751592357,0.8492569002123143,2.127039627039627,1.2920478852832624,0.9389827615639096,1.8556234442181487,0.8902439024390244,1.223232074691368
12057013322.0,Hillsborough,12057.0,2,0,1,348.0,60.0,144.0,144.0,1470.0,2949,1612,1337,965,1301,57117,196600,1515,2085,540,754,0,136,0,99,89,-888888888,612,71,480,511,1009,5269,3182,36,317,42,54.662597490674806,45.3374025093252,32.722956934554084,12.614445574771109,26,-1985,16.69101048997477,98.187897975,32.729299325,11.0,3.6666666666666665,12.0,4.0,23.417197425,57.0,0.410828025,24.238853475,59.0,0.410828025,50.531847075,123.0,0.410828025,6.0,3.0,2.0,3.0,5.0,4.0,0.3799654576856649,0.6217616580310881,0.310880829015544,0.2072538860103626,0.2991772625280479,0.2243829468960358,0.3739715781600598,0.2991772625280479,2.030353556141439,0.5383904774715172,0.8963006447370129,1.412338610464364,0.8992562343995432,0.9310174938929838
12057013415.0,Hillsborough,12057.0,1,0,0,81.0,42.0,39.0,0.0,1910.0,1373,185,1188,869,2180,92270,237000,1741,1272,88,178,0,0,0,13,0,-888888888,431,46,113,259,254,3542,1591,11,28,30,13.47414420975965,86.52585579024034,63.29206117989803,23.233794610342315,28,-1172,6.002317497103129,10.90909092,3.63636364,16.0,5.333333333333333,1.0,1.0,4.090909095,9.0,0.454545455,4.54545455,10.0,0.454545455,2.272727275,5.0,0.454545455,4.0,3.0,9.0,1.0,0.0,0.0,0.6137322593018796,0.4602991944764096,0.3452243958573072,1.0356731875719216,0.0841750841750841,0.0841750841750841,0.0,0.0,1.965601967567567,0.8696253763113534,0.867716021920481,0.8510148931056293,0.4054054056464572,0.5609913565871462
12057013501.0,Hillsborough,12057.0,7,0,1,300.0,72.0,132.0,96.0,1260.0,1430,702,728,445,951,48953,125600,1164,968,403,559,0,24,0,5,30,-888888888,232,86,87,255,248,2056,1498,36,102,202,49.09090909090909,50.90909090909091,31.11888111888112,19.79020979020979,44,-868,24.289617486338795,48.777372261,16.259124087,8.0,4.0,9.0,3.0,15.656934306,26.0,0.602189781,13.850364963,23.0,0.602189781,19.270072992,32.0,0.602189781,0.0,5.0,3.0,3.0,5.0,1.0,0.8988764044943821,0.0,1.1235955056179776,0.6741573033707865,0.4120879120879121,0.4120879120879121,0.6868131868131868,0.1373626373626373,2.3161145423076923,1.2736591887885946,1.0224499823076834,1.766270626591107,0.8025580976343027,1.1643304517214674
12057013703.0,Hillsborough,12057.0,5,0,1,252.0,63.0,126.0,63.0,1380.0,2477,1107,1370,1150,1069,58487,204300,1366,1297,684,897,0,105,0,59,332,-888888888,429,0,415,487,945,3848,3006,54,20,14,44.69115865966896,55.30884134033105,46.42712959224869,8.881711748082358,19,-1197,9.04716073147257,65.513812144,21.837937381333333,36.0,12.0,12.0,4.0,30.861878448,57.0,0.541436464,11.370165744,21.0,0.541436464,23.281767952,43.0,0.541436464,6.0,12.0,18.0,5.0,5.0,2.0,1.0434782608695654,0.5217391304347827,1.0434782608695654,1.565217391304348,0.291970802919708,0.364963503649635,0.364963503649635,0.145985401459854,1.972713403914484,1.4785521887241513,0.8708553692343849,1.4992440133510558,0.6453684553887794,0.9883057743392184
12057013704.0,Hillsborough,12057.0,4,0,1,180.0,24.0,104.0,52.0,1380.0,3860,2084,1776,1374,1230,62980,227200,1626,2431,1116,784,0,82,0,92,139,-888888888,800,48,645,787,579,7421,4727,0,347,29,53.98963730569948,46.01036269430052,35.59585492227979,10.414507772020723,17,-2331,12.647521636506688,125.354243551,41.78474785033333,22.0,7.333333333333333,50.0,16.666666666666668,47.52767528,80.0,0.594095941,32.081180814,54.0,0.594095941,45.745387457,77.0,0.594095941,7.0,6.0,9.0,28.0,16.0,6.0,0.5337214944201844,0.5094614264919942,0.4366812227074235,0.6550218340611353,0.9384384384384384,1.5765765765765765,0.9009009009009008,0.3378378378378378,2.0050262884037107,0.7562544552547513,0.8851199090793798,1.4204187733853866,0.8506999223786473,0.9363439594992056
12057013913.0,Hillsborough,12057.0,10,0,2,61.0,14.666666666666666,24.0,48.666666666666664,1000.0,3520,839,2681,1727,837,65159,242800,1593,2110,521,1170,11,56,0,33,789,-888888888,784,148,284,510,559,5696,3595,0,348,523,23.835227272727277,76.16477272727272,49.0625,27.102272727272727,11,-2010,17.681347150259068,10.34482758,3.4482758600000003,34.0,11.333333333333334,37.0,12.333333333333334,2.413793102,7.0,0.344827586,2.068965516,6.0,0.344827586,5.862068962,17.0,0.344827586,5.0,16.0,13.0,17.0,7.0,13.0,0.6562439683458792,0.2895193977996526,0.9264620729588882,0.7527504342790967,0.4600273529777446,0.6340917568071615,0.2610966057441253,0.484893696381947,0.4109983146603099,0.9298621659125378,0.1814354220729621,0.5760564767472072,0.2332814928942384,0.3797380127883568
12057014007.0,Hillsborough,12057.0,1,1,0,340.0,84.0,120.0,136.0,1650.0,1705,632,1073,952,1363,81222,216600,1596,1095,464,369,19,30,0,45,52,-888888888,572,59,127,379,312,3942,2292,0,125,34,37.06744868035191,62.93255131964809,55.83577712609971,7.096774193548387,14,-995,11.451612903225806,40.523809552,13.507936517333333,32.0,10.666666666666666,21.0,7.0,13.6904762,25.0,0.5476190479999999,10.404761912,19.0,0.5476190479999999,16.42857144,30.0,0.5476190479999999,6.0,8.0,18.0,10.0,6.0,5.0,1.1204481792717087,0.6302521008403361,0.8403361344537815,1.8907563025210083,0.65237651444548,0.9319664492078285,0.5591798695246971,0.4659832246039142,2.1373317274261603,1.587614394988584,0.9435262146902113,1.5261744434343434,0.5587655943934411,1.0060583878695948
12057014108.0,Hillsborough,12057.0,11,0,1,44.8,14.333333333333334,21.666666666666668,37.75,1080.0,1990,813,1177,638,783,40500,159900,1419,1420,195,825,0,29,0,28,318,-888888888,398,41,174,200,330,3147,2164,60,232,319,40.854271356783926,59.14572864321608,32.06030150753769,27.08542713567839,35,-1320,19.192230615076305,39.86607141500001,13.28869047166667,23.0,7.666666666666667,11.0,3.6666666666666665,12.58928571,30.0,0.419642857,8.812499997000002,21.0,0.419642857,18.464285708,44.0,0.419642857,8.0,9.0,6.0,5.0,3.0,3.0,1.2016718913270636,1.2539184952978055,1.4106583072100314,0.9404388714733544,0.3115264797507788,0.4248088360237893,0.2548853016142736,0.2548853016142736,1.634525273267733,1.7027039965061734,0.7215620411712935,1.444201043303469,0.6341428773532023,0.9520212971958218
12057014122.0,Hillsborough,12057.0,5,0,0,109.33333333333333,80.0,56.0,64.0,1080.0,2033,620,1413,1227,1146,64673,203900,1527,1307,430,702,10,35,0,39,212,-888888888,464,56,149,315,600,3963,2437,0,250,88,30.49680275454993,69.50319724545008,60.35415641908509,9.149040826364978,12,-1207,11.959287531806616,48.333333372000006,16.111111124,51.0,17.0,66.0,22.0,14.166666678000002,34.0,0.416666667,11.250000009,27.0,0.416666667,22.916666685000003,55.0,0.416666667,18.0,12.0,21.0,14.0,30.0,22.0,1.3854930725346373,1.466992665036675,0.9779951100244498,1.7114914425427872,1.556970983722576,0.9907997169143666,2.123142250530785,1.556970983722576,2.598566310322581,1.96316865590581,1.1471384637857427,1.7926968664861942,0.4865771814079095,1.1817507016939932
12086000126.0,Miami-Dade,12086.0,1,0,1,220.0,194.0,0.0,0.0,2050.0,1182,661,521,146,1020,32423,244800,1904,999,23,485,32,98,0,30,0,-888888888,52,59,316,60,1080,764,694,68,1047,0,55.922165820642974,44.07783417935703,12.351945854483926,31.725888324873097,44,-899,8.387375702550798,1.0,1.0,14.0,4.666666666666667,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,7.0,5.0,2.0,0.0,1.0,0.0,3.196347031963471,4.794520547945205,3.4246575342465757,1.36986301369863,0.1919385796545105,0.0,0.1919385796545105,0.0,0.151285930408472,1.3728911393764438,0.1036592935131252,0.7021891780256093,0.1764705882352941,0.3901973487360604
12086000212.0,Miami-Dade,12086.0,1,0,0,56.0,8.0,40.0,8.0,1470.0,1668,1373,295,201,1109,33958,179900,1389,887,652,771,0,49,0,45,35,-888888888,297,24,269,552,1456,860,1637,140,301,0,82.31414868105516,17.685851318944845,12.050359712230216,5.635491606714628,50,-787,35.59358752166378,150.0,50.0,15.0,5.0,10.0,3.333333333333333,51.0,64.0,0.796875,58.0,85.0,0.6823529411764706,41.0,62.0,0.6612903225806451,8.0,2.0,5.0,2.0,5.0,3.0,2.4875621890547266,3.9800995024875614,0.9950248756218906,2.4875621890547266,1.1299435028248588,0.6779661016949152,1.694915254237288,1.0169491525423728,3.641660597232338,1.068454724674631,2.495221886823589,3.49428208386277,0.9090909090909092,1.9417268843317932
12086000216.0,Miami-Dade,12086.0,1,0,0,144.0,54.0,60.0,30.0,1470.0,1080,228,852,654,1228,58529,222500,1546,189,795,206,0,45,0,16,35,-888888888,191,36,40,761,1502,1025,2080,303,48,0,21.11111111111111,78.88888888888889,60.55555555555555,18.33333333333333,64,-89,21.29592248687929,20.0,6.666666666666667,41.0,13.666666666666666,1.0,1.0,12.0,13.0,0.9230769230769232,7.0,10.0,0.7,1.0,9.0,0.1111111111111111,20.0,12.0,9.0,1.0,0.0,0.0,2.0897043832823647,3.058103975535168,1.834862385321101,1.376146788990826,0.1173708920187793,0.1173708920187793,0.0,0.0,2.9239766081871346,0.897567317639514,2.0034734798881804,2.3053665910808765,0.3278688524590164,1.281062083915569
12086000305.0,Miami-Dade,12086.0,7,0,1,31.0,31.0,0.0,0.0,1470.0,2413,1660,753,564,1142,40596,264300,1648,553,1723,438,0,101,0,0,36,-888888888,394,39,256,358,2218,1766,2192,654,182,64,68.79403232490675,31.205967675093245,23.373394115209283,7.832573559883962,53,-453,26.10007543374403,49.0,16.333333333333332,35.0,11.666666666666666,3.0,1.5,15.0,29.0,0.5172413793103449,17.0,39.0,0.4358974358974359,17.0,32.0,0.53125,12.0,12.0,11.0,2.0,0.0,1.0,2.068557919621749,2.127659574468085,2.127659574468085,1.950354609929078,0.199203187250996,0.2656042496679947,0.0,0.1328021248339973,0.9839357429718876,0.8884845139581593,0.6741808950997212,1.2589928057553956,0.5833333333333333,0.6996058473370732
12086000403.0,Miami-Dade,12086.0,7,0,0,54.4,59.5,0.0,0.0,1470.0,2634,1581,1053,455,1011,27483,160500,1218,449,2102,584,0,24,0,0,59,-888888888,323,181,399,431,745,6104,2775,134,190,0,60.02277904328018,39.97722095671982,17.27410782080486,22.70311313591496,58,-349,26.27205318332907,228.0,76.0,80.0,26.666666666666668,41.0,13.666666666666666,80.0,105.0,0.7619047619047619,65.0,94.0,0.6914893617021277,83.0,117.0,0.7094017094017094,40.0,21.0,19.0,12.0,15.0,14.0,5.86080586080586,8.791208791208792,4.615384615384616,4.175824175824175,1.2978790756568537,1.1396011396011396,1.4245014245014245,1.3295346628679965,4.80708412397217,2.517326296376273,3.2937560208256533,5.0425671250818604,0.7402597402597402,2.8020886459158745
12086000404.0,Miami-Dade,12086.0,4,0,1,230.0,60.0,118.0,104.0,1470.0,2006,878,1128,764,1151,35938,220600,1187,525,1301,785,0,0,0,0,180,-888888888,292,83,160,677,2075,3314,2104,179,162,12,43.76869391824527,56.23130608175474,38.08574277168494,18.14556331006979,62,-425,17.550907327884747,44.0,14.666666666666666,60.0,20.0,12.0,4.0,20.0,31.0,0.6451612903225806,14.0,30.0,0.4666666666666667,10.0,18.0,0.5555555555555556,31.0,17.0,12.0,4.0,5.0,3.0,2.6178010471204187,4.057591623036649,2.225130890052356,1.5706806282722512,0.3546099290780142,0.3546099290780142,0.4432624113475177,0.2659574468085106,1.6704631738800304,1.124394762615711,1.1445812044554795,2.111246447421843,0.4230769230769231,1.173192057201407
12086000408.0,Miami-Dade,12086.0,2,0,0,102.0,101.0,0.0,0.0,1470.0,1648,1132,516,326,1028,35714,200900,1443,331,1200,466,16,0,0,8,93,-888888888,223,66,201,394,1013,2516,1603,251,241,10,68.68932038834951,31.31067961165049,19.781553398058254,11.529126213592232,63,-231,20.97442985487215,83.0,27.666666666666668,48.0,16.0,11.0,3.6666666666666665,34.0,44.0,0.7727272727272727,30.0,53.0,0.5660377358490566,19.0,43.0,0.4418604651162791,19.0,15.0,14.0,4.0,3.0,4.0,4.9079754601227,5.828220858895705,4.601226993865031,4.294478527607362,0.710594315245478,0.7751937984496124,0.5813953488372093,0.7751937984496124,2.4440518256772674,2.108067726720008,1.6746348115461096,2.9949702789208965,0.6335877862595419,1.6642658402457071
12086000409.0,Miami-Dade,12086.0,5,0,1,240.0,48.0,108.0,84.0,1580.0,1303,821,482,279,1305,46680,171000,1255,265,1010,328,0,28,0,0,0,-888888888,95,47,71,673,1018,1560,2007,221,28,0,63.00844205679201,36.99155794320798,21.412125863392173,15.579432079815811,59,-165,24.484484484484483,43.0,14.333333333333334,56.0,18.666666666666668,6.0,2.0,20.0,22.0,0.9090909090909092,11.0,28.0,0.3928571428571428,12.0,26.0,0.4615384615384615,23.0,24.0,9.0,2.0,3.0,1.0,6.690561529271206,8.24372759856631,8.60215053763441,3.225806451612903,0.4149377593360996,0.4149377593360996,0.6224066390041494,0.2074688796680498,1.7458384084449858,2.87372195482381,1.1962274054094837,3.0,0.4343434343434343,1.6670607905117687
12086000412.0,Miami-Dade,12086.0,11,0,1,170.0,110.0,48.0,12.0,1470.0,2083,1079,1004,607,855,33708,186700,1383,574,1385,859,0,0,0,18,106,-888888888,352,152,313,215,1346,3689,2135,160,128,0,51.800288046087374,48.19971195391263,29.14066250600096,19.059049447911665,58,-474,18.21608040201005,78.0,26.0,112.0,37.333333333333336,23.0,7.666666666666667,33.0,43.0,0.7674418604651163,24.0,40.0,0.6,21.0,35.0,0.6,40.0,38.0,34.0,6.0,8.0,9.0,6.150466776496431,6.589785831960461,6.260296540362438,5.601317957166392,0.7636122177954847,0.5976095617529881,0.796812749003984,0.8964143426294822,2.409638554216868,2.641741105093387,1.65105525330544,3.756425464610518,0.4105263157894737,2.087396534844049
12086000413.0,Miami-Dade,12086.0,3,0,1,506.0,135.0,255.0,116.0,1580.0,1276,399,877,595,1217,51510,186000,1389,297,915,259,0,12,0,33,19,-888888888,247,6,135,580,1148,1652,1832,227,188,0,31.269592476489027,68.73040752351098,46.63009404388715,22.10031347962382,61,-197,23.797881010594946,81.0,27.0,66.0,22.0,4.0,1.3333333333333333,33.0,57.0,0.5789473684210527,27.0,50.0,0.54,21.0,55.0,0.3818181818181818,26.0,19.0,21.0,2.0,1.0,1.0,3.697478991596639,4.369747899159663,3.193277310924369,3.5294117647058822,0.1520334473584188,0.2280501710376282,0.1140250855188141,0.1140250855188141,6.7669172932330826,1.5881367369785606,4.636610053455502,4.929577464788732,0.5510204081632653,2.739301768446568
12086000414.0,Miami-Dade,12086.0,9,0,0,133.4,64.0,51.0,49.5,1470.0,1714,1224,490,291,996,30000,207300,1285,191,1484,155,6,0,0,0,33,-888888888,206,87,259,363,1089,2359,1475,179,218,48,71.41190198366394,28.58809801633605,16.977829638273047,11.61026837806301,47,-91,23.28913601368691,77.0,25.666666666666668,26.0,8.666666666666666,2.0,1.0,30.0,69.0,0.4347826086956521,29.0,63.0,0.4603174603174603,18.0,65.0,0.2769230769230769,16.0,6.0,4.0,0.0,1.0,1.0,2.978235967926689,5.498281786941581,2.061855670103093,1.3745704467353952,0.2040816326530612,0.0,0.2040816326530612,0.2040816326530612,2.0969498910675384,1.2792083370331315,1.4368047554296115,2.2662266226622667,0.7475728155339806,1.259312515018058
12086000501.0,Miami-Dade,12086.0,3,0,0,368.0,76.0,156.0,136.0,1470.0,1707,751,956,599,1231,38025,215500,1621,650,959,680,0,17,0,22,59,-888888888,215,32,224,1227,925,4076,2152,31,107,8,43.99531341534856,56.00468658465143,35.09080257762156,20.913884007029875,53,-550,21.45783302726373,65.0,21.666666666666668,55.0,18.33333333333333,6.0,2.0,25.0,40.0,0.625,18.0,33.0,0.5454545454545454,22.0,50.0,0.44,14.0,23.0,18.0,1.0,2.0,3.0,3.0606566499721755,2.337228714524207,3.8397328881469113,3.005008347245409,0.209205020920502,0.104602510460251,0.209205020920502,0.3138075313807531,2.885042166000888,1.314609569424379,1.9767960700361409,2.9629629629629632,0.5416666666666667,1.6464797930980433
12086000503.0,Miami-Dade,12086.0,10,1,4,159.4,47.5,89.4,38.4,1470.0,2598,1905,693,518,936,21708,124500,1085,848,1642,1046,0,0,0,32,76,-888888888,231,55,155,387,1178,3280,2219,152,308,0,73.3256351039261,26.674364896073904,19.93841416474211,6.735950731331794,53,-748,25.59618441971383,278.0,92.66666666666669,57.0,19.0,25.0,8.333333333333334,81.0,148.0,0.5472972972972973,104.0,184.0,0.5652173913043478,93.0,154.0,0.6038961038961039,19.0,27.0,11.0,5.0,10.0,10.0,3.667953667953668,3.667953667953668,5.212355212355212,2.1235521235521237,1.2025012025012023,0.7215007215007215,1.443001443001443,1.443001443001443,4.864391951006124,1.5754550554179212,3.333022652210824,4.608611913605723,0.8298507462686567,2.5609454066191706
12086000504.0,Miami-Dade,12086.0,1,0,0,127.0,0.0,72.0,36.0,1470.0,1617,924,693,357,1045,21526,167100,1300,795,676,894,0,11,0,15,120,-888888888,89,107,306,121,1218,2239,1302,58,67,21,57.14285714285714,42.85714285714285,22.07792207792208,20.77922077922078,63,-695,18.1781045751634,47.0,15.666666666666666,44.0,14.666666666666666,10.0,3.333333333333333,18.0,28.0,0.6428571428571429,18.0,34.0,0.5294117647058824,11.0,22.0,0.5,18.0,11.0,15.0,1.0,5.0,4.0,4.108309990662932,5.042016806722689,3.081232492997199,4.201680672268908,0.481000481000481,0.1443001443001443,0.7215007215007215,0.5772005772005772,1.6955266955266957,1.7645963744206228,1.16175442697412,2.367941712204007,0.5164835164835165,1.3158342608775344
12086000705.0,Miami-Dade,12086.0,3,0,0,116.5,98.0,0.0,0.0,1470.0,2039,1457,582,304,1209,21411,124500,1037,1945,14,2020,0,0,0,6,74,-888888888,252,75,525,256,2613,158,1477,70,60,0,71.45659637076999,28.543403629230014,14.909269249632173,13.634134379597842,45,-1845,15.514865130931286,17.0,5.666666666666667,32.0,10.666666666666666,4.0,1.3333333333333333,2.0,3.0,0.6666666666666666,5.0,7.0,0.7142857142857143,10.0,18.0,0.5555555555555556,18.0,7.0,7.0,1.0,1.0,2.0,3.508771929824561,5.921052631578947,2.302631578947368,2.302631578947368,0.2290950744558991,0.1718213058419244,0.1718213058419244,0.3436426116838488,0.3889270189887898,1.5070835063831636,0.2664880991093544,0.9275033125118304,0.3469387755102041,0.5154014684527519
12086000706.0,Miami-Dade,12086.0,4,0,2,99.33333333333333,67.0,16.666666666666668,4.0,1470.0,2850,1855,995,732,1285,27464,167700,1186,2687,34,2810,0,23,0,33,73,-888888888,332,179,502,488,3678,184,2412,95,15,0,65.08771929824562,34.91228070175438,25.684210526315788,9.228070175438596,43,-2587,18.68520859671302,37.0,12.333333333333334,18.0,6.0,2.0,2.0,11.0,21.0,0.5238095238095238,12.0,16.0,0.75,14.0,37.0,0.3783783783783784,10.0,5.0,3.0,0.0,0.0,2.0,0.819672131147541,1.366120218579235,0.6830601092896175,0.4098360655737705,0.2010050251256281,0.0,0.0,0.2010050251256281,0.6648697214734951,0.352064589605903,0.4555607082570536,0.7086715629429199,0.6727272727272726,0.3937995253109448
12086000708.0,Miami-Dade,12086.0,2,0,0,52.0,51.0,0.0,0.0,1470.0,2048,1121,927,306,1235,38667,269900,2240,1948,11,1966,0,0,0,0,89,-888888888,277,71,215,606,2461,413,2412,0,140,14,54.736328125,45.263671875,14.94140625,30.322265625,52,-1848,29.411764705882355,60.0,20.0,22.0,7.333333333333333,4.0,2.0,21.0,31.0,0.6774193548387096,17.0,25.0,0.68,22.0,46.0,0.4782608695652174,4.0,9.0,9.0,2.0,2.0,0.0,2.396514161220044,1.30718954248366,2.941176470588235,2.941176470588235,0.2157497303128371,0.2157497303128371,0.2157497303128371,0.0,1.784121320249777,1.0293478850786966,1.222458394508042,1.9154403176827843,0.7317073170731707,1.0643851500581252
12086000902.0,Miami-Dade,12086.0,1,1,0,10.0,0.0,10.0,0.0,1470.0,1701,492,1209,637,1141,33008,171900,1236,972,570,1145,0,10,0,0,149,-888888888,251,26,176,295,1469,1687,2250,35,180,18,28.92416225749559,71.0758377425044,37.4485596707819,33.627278071722515,64,-872,34.79717813051146,50.0,16.666666666666668,64.0,21.33333333333333,14.0,4.666666666666667,23.0,30.0,0.7666666666666667,16.0,40.0,0.4,11.0,24.0,0.4583333333333333,26.0,9.0,29.0,8.0,5.0,1.0,3.3490319204604915,4.081632653061225,1.4128728414442702,4.552590266875981,0.3859939343810312,0.6617038875103392,0.4135649296939619,0.0827129859387924,3.387533875338754,1.43847216935787,2.321097324260697,3.3658104517271923,0.4385964912280702,1.870336877456369
